row_id,icd9_code,short_title,long_title
5529,4870,Influenza with pneumonia,Influenza with pneumonia
5530,4871,Flu w resp manifest NEC,Influenza with other respiratory manifestations
5531,4878,Flu w manifestation NEC,Influenza with other manifestations
5532,48801,Flu dt iden avian w pneu,Influenza due to identified avian influenza virus with pneumonia
5533,48802,Flu dt avian w oth resp,Influenza due to identified avian influenza virus with other respiratory manifestations
5534,48809,Flu dt avian manfest NEC,Influenza due to identified avian influenza virus with other manifestations
5535,48811,Flu dt 2009 H1N1 w pneu,Influenza due to identified 2009 H1N1 influenza virus with pneumonia
5536,48812,Flu-2009 H1N1 w oth resp,Influenza due to identified 2009 H1N1 influenza virus with other respiratory manifestations
5537,48819,Flu-2009 H1N1 w oth man,Influenza due to identified 2009 H1N1 influenza virus with other manifestations
5538,48881,Flu dt nvl A vrs w pneu,Influenza due to identified novel influenza A virus with pneumonia
5539,48882,Flu dt nvl A w oth resp,Influenza due to identified novel influenza A virus with other respiratory manifestations
5540,48889,Flu dt novel A w oth man,Influenza due to identified novel influenza A virus with other manifestations
5541,490,Bronchitis NOS,"Bronchitis, not specified as acute or chronic"
5542,4910,Simple chr bronchitis,Simple chronic bronchitis
5543,4911,Mucopurul chr bronchitis,Mucopurulent chronic bronchitis
5544,49120,Obst chr bronc w/o exac,Obstructive chronic bronchitis without exacerbation
5545,49121,Obs chr bronc w(ac) exac,Obstructive chronic bronchitis with (acute) exacerbation
5546,49122,Obs chr bronc w ac bronc,Obstructive chronic bronchitis with acute bronchitis
5547,4918,Chronic bronchitis NEC,Other chronic bronchitis
5548,4919,Chronic bronchitis NOS,Unspecified chronic bronchitis
5549,4920,Emphysematous bleb,Emphysematous bleb
5550,55300,Unilat femoral hernia,"Femoral hernia without mention of obstruction of gangrene, unilateral or unspecified(not specified as recurrent)"
5551,55301,Recur unil femoral hern,"Femoral hernia without mention of obstruction or gangrene, unilateral or unspecified, recurrent"
5552,55302,Bilateral femoral hernia,"Femoral hernia without mention of obstruction or gangrene, bilateral (not specified as recurrent)"
5553,55303,Recur bilat femoral hern,"Femoral hernia without mention of obstruction or gangrene, bilateral,recurrent"
5554,5531,Umbilical hernia,Umbilical hernia without mention of obstruction or gangrene
5555,55320,Ventral hernia NOS,"Ventral, unspecified, hernia without mention of obstruction or gangrene"
5556,55321,Incisional hernia,Incisional hernia without mention of obstruction or gangrene
5557,55329,Ventral hernia NEC,Other ventral hernia without mention of obstruction or gangrene
5558,5533,Diaphragmatic hernia,Diaphragmatic hernia without mention of obstruction or gangrene
5559,5538,Hernia NEC,Hernia of other specified sites without mention of obstruction or gangrene
5560,5539,Hernia NOS,Hernia of unspecified site without mention of obstruction or gangrene
5561,5550,"Reg enteritis, sm intest",Regional enteritis of small intestine
5562,5551,"Reg enteritis, lg intest",Regional enteritis of large intestine
5563,5552,Reg enterit sm/lg intest,Regional enteritis of small intestine with large intestine
5564,5559,Regional enteritis NOS,Regional enteritis of unspecified site
5565,5560,Ulcerative enterocolitis,Ulcerative (chronic) enterocolitis
5566,5561,Ulcerative ileocolitis,Ulcerative (chronic) ileocolitis
5567,5562,Ulcerative proctitis,Ulcerative (chronic) proctitis
5568,5563,Ulcertve prctosigmoidtis,Ulcerative (chronic) proctosigmoiditis
5569,5564,Pseudopolyposis colon,Pseudopolyposis of colon
5570,5565,Lftsded ulcertve colitis,Left-sided ulcerative (chronic) colitis
5571,5566,Univrsl ulcertve colitis,Universal ulcerative (chronic) colitis
5572,5568,Other ulcerative colitis,Other ulcerative colitis
5573,5569,Ulceratve colitis unspcf,"Ulcerative colitis, unspecified"
5574,5570,Ac vasc insuff intestine,Acute vascular insufficiency of intestine
5575,5571,Chr vasc insuff intest,Chronic vascular insufficiency of intestine
5576,5579,Vasc insuff intest NOS,Unspecified vascular insufficiency of intestine
5577,5581,Radiation gastroenterit,Gastroenteritis and colitis due to radiation
5578,5582,Toxic gastroenteritis,Toxic gastroenteritis and colitis
5579,5583,Allrgic gastro & colitis,Allergic gastroenteritis and colitis
5580,55841,Eosinophilic gastroent,Eosinophilic gastroenteritis
5581,55842,Eosinophilic colitis,Eosinophilic colitis
5582,5589,Noninf gastroenterit NEC,Other and unspecified noninfectious gastroenteritis and colitis
5583,5600,Intussusception,Intussusception
5584,5601,Paralytic ileus,Paralytic ileus
5585,5602,Volvulus of intestine,Volvulus
5586,56030,Impaction intestine NOS,"Impaction of intestine, unspecified"
5587,56031,Gallstone ileus,Gallstone ileus
5588,56032,Fecal impaction,Fecal impaction
5589,56039,Impaction intestine NEC,Other impaction of intestine
5590,56081,Intestinal adhes w obstr,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)
5591,56089,Intestinal obstruct NEC,Other specified intestinal obstruction
5592,5609,Intestinal obstruct NOS,Unspecified intestinal obstruction
5593,56200,Dvrtclo sml int w/o hmrg,Diverticulosis of small intestine (without mention of hemorrhage)
5594,56201,Dvrtcli sml int w/o hmrg,Diverticulitis of small intestine (without mention of hemorrhage)
5595,56202,Dvrtclo sml int w hmrhg,Diverticulosis of small intestine with hemorrhage
5596,6173,Pelv perit endometriosis,Endometriosis of pelvic peritoneum
5597,6174,Vaginal endometriosis,Endometriosis of rectovaginal septum and vagina
5598,6175,Intestinal endometriosis,Endometriosis of intestine
5599,6176,Endometriosis in scar,Endometriosis in scar of skin
5600,6178,Endometriosis NEC,Endometriosis of other specified sites
5601,6179,Endometriosis NOS,"Endometriosis, site unspecified"
5602,61800,Vaginal wall prolpse NOS,Unspecified prolapse of vaginal walls
5603,61801,"Cystocele, midline","Cystocele, midline"
5604,61802,"Cystocele, lateral","Cystocele, lateral"
5605,61803,Urethrocele,Urethrocele
5606,61804,Rectocele,Rectocele
5607,61805,Perineocele,Perineocele
5608,61809,Cystourethrocele,Other prolapse of vaginal walls without mention of uterine prolapse
5609,6181,Uterine prolapse,Uterine prolapse without mention of vaginal wall prolapse
5610,6182,Uterovag prolaps-incompl,"Uterovaginal prolapse, incomplete"
5611,6183,Uterovag prolaps-complet,"Uterovaginal prolapse, complete"
5612,6184,Utervaginal prolapse NOS,"Uterovaginal prolapse, unspecified"
5613,6185,Postop vaginal prolapse,Prolapse of vaginal vault after hysterectomy
5614,6186,Vaginal enterocele,"Vaginal enterocele, congenital or acquired"
5615,6187,Old lacer pelvic muscle,Old laceration of muscles of pelvic floor
5616,61881,Incomptnce pubocerv tiss,Incompetence or weakening of pubocervical tissue
5617,61882,Incomptnce rectovag tiss,Incompetence or weakening of rectovaginal tissue
5618,61883,Pelvic muscle wasting,Pelvic muscle wasting
5619,61884,Cervical stump prolapse,Cervical stump prolapse
5620,61889,Genital prolapse NEC,Other specified genital prolapse
5621,6189,Genital prolapse NOS,Unspecified genital prolapse
5622,6190,"Urin-genital fistul, fem","Urinary-genital tract fistula, female"
5623,6191,"Digest-genit fistul, fem","Digestive-genital tract fistula, female"
5624,6192,"Genital-skin fistul, fem","Genital tract-skin fistula, female"
5625,6198,Fem genital fistula NEC,Other specified fistulas involving female genital tract
5626,6199,Fem genital fistula NOS,Unspecified fistula involving female genital tract
5627,6200,Follicular cyst of ovary,Follicular cyst of ovary
5628,6201,Corpus luteum cyst,Corpus luteum cyst or hematoma
5629,6202,Ovarian cyst NEC/NOS,Other and unspecified ovarian cyst
5630,6203,Acq atrophy ovary & tube,Acquired atrophy of ovary and fallopian tube
5631,6204,Prolapse of ovary & tube,Prolapse or hernia of ovary and fallopian tube
5632,6205,Torsion of ovary or tube,"Torsion of ovary, ovarian pedicle, or fallopian tube"
5633,6206,Broad ligament lacer syn,Broad ligament laceration syndrome
5634,6207,Broad ligament hematoma,Hematoma of broad ligament
5635,6208,Noninfl dis ova/adnx NEC,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament"
5636,6209,Noninfl dis ova/adnx NOS,"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament"
5637,6210,Polyp of corpus uteri,Polyp of corpus uteri
5638,6211,Chr uterine subinvolutn,Chronic subinvolution of uterus
5639,6212,Hypertrophy of uterus,Hypertrophy of uterus
5640,62130,Endometrial hyperpla NOS,"Endometrial hyperplasia, unspecified"
5641,62131,Simp endo hyper w/o atyp,Simple endometrial hyperplasia without atypia
5642,62132,Comp endo hyper w/o atyp,Complex endometrial hyperplasia without atypia
5643,62133,Endomet hyperpla w atyp,Endometrial hyperplasia with atypia
5644,62134,Ben endomet hyperplasia,Benign endometrial hyperplasia
5645,62135,Endomet intraepithl neop,Endometrial intraepithelial neoplasia [EIN]
5646,6214,Hematometra,Hematometra
5647,6215,Intrauterine synechiae,Intrauterine synechiae
5648,6216,Malposition of uterus,Malposition of uterus
5649,6217,Chr inversion of uterus,Chronic inversion of uterus
5650,6218,Disorders of uterus NEC,"Other specified disorders of uterus, not elsewhere classified"
5651,6219,Disorder of uterus NOS,Unspecified disorder of uterus
5652,6220,Erosion/ectropion cervix,Erosion and ectropion of cervix
5653,62210,Dysplasia of cervix NOS,"Dysplasia of cervix, unspecified"
5654,62211,Mild dysplasia of cervix,Mild dysplasia of cervix
5655,62212,Mod dysplasia of cervix,Moderate dysplasia of cervix
5656,6222,Leukoplakia of cervix,Leukoplakia of cervix (uteri)
5657,6223,Old laceration of cervix,Old laceration of cervix
5658,6224,Stricture of cervix,Stricture and stenosis of cervix
5659,6225,Incompetence of cervix,Incompetence of cervix
5660,6226,Hypertrophic elong cervx,Hypertrophic elongation of cervix
5661,6227,Mucous polyp of cervix,Mucous polyp of cervix
5662,6228,Noninflam dis cervix NEC,Other specified noninflammatory disorders of cervix
5663,63300,Abd preg w/o intrau preg,Abdominal pregnancy without intrauterine pregnancy
5664,63301,Abd preg w intraut preg,Abdominal pregnancy with intrauterine pregnancy
5665,63310,Tubal preg w/o intra prg,Tubal pregnancy without intrauterine pregnancy
5666,63311,Tubal preg w intra preg,Tubal pregnancy with intrauterine pregnancy
5667,63320,Ovarn preg w/o intra prg,Ovarian pregnancy without intrauterine pregnancy
5668,63321,Ovarian preg w intra prg,Ovarian pregnancy with intrauterine pregnancy
5669,63380,Ect preg NEC w/o int prg,Other ectopic pregnancy without intrauterine pregnancy
5670,63381,Ectpc prg NEC w int preg,Other ectopic pregnancy with intrauterine pregnancy
5671,63390,Ect preg NOS w/o int prg,Unspecified ectopic pregnancy without intrauterine pregnancy
5672,63391,Ectp preg NOS w int preg,Unspecified ectopic pregnancy with intrauterine pregnancy
5673,63400,Spon abor w pel inf-unsp,"Spontaneous abortion, complicated by genital tract and pelvic infection, unspecified"
5674,63401,Spon abor w pelv inf-inc,"Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete"
5675,63402,Spon abor w pel inf-comp,"Spontaneous abortion, complicated by genital tract and pelvic infection, complete"
5676,63410,Spon abort w hemorr-unsp,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, unspecified"
5677,63411,Spon abort w hemorr-inc,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete"
5678,63412,Spon abort w hemorr-comp,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete"
5679,63420,Spon ab w pel damag-unsp,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified"
5680,63421,Spon ab w pelv damag-inc,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete"
5681,63422,Spon ab w pel damag-comp,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, complete"
5682,63430,Spon ab w ren fail-unsp,"Spontaneous abortion, complicated by renal failure, unspecified"
5683,63431,Spon ab w ren fail-inc,"Spontaneous abortion, complicated by renal failure, incomplete"
5684,63432,Spon ab w ren fail-comp,"Spontaneous abortion, complicated by renal failure, complete"
5685,63440,Spon ab w metab dis-unsp,"Spontaneous abortion, complicated by metabolic disorder, unspecified"
5686,63441,Spon ab w metab dis-inc,"Spontaneous abortion, complicated by metabolic disorder, incomplete"
5687,63442,Spon ab w metab dis-comp,"Spontaneous abortion, complicated by metabolic disorder, complete"
5688,63450,Spon abort w shock-unsp,"Spontaneous abortion, complicated by shock, unspecified"
5689,63451,Spon abort w shock-inc,"Spontaneous abortion, complicated by shock, incomplete"
5690,63452,Spon abort w shock-comp,"Spontaneous abortion, complicated by shock, complete"
5691,63460,Spon abort w embol-unsp,"Spontaneous abortion, complicated by embolism, unspecified"
5692,63461,Spon abort w embol-inc,"Spontaneous abortion, complicated by embolism, incomplete"
5693,63462,Spon abort w embol-comp,"Spontaneous abortion, complicated by embolism, complete"
5694,63470,Spon ab w compl NEC-unsp,"Spontaneous abortion, with other specified complications, unspecified"
5695,63471,Spon ab w compl NEC-inc,"Spontaneous abortion, with other specified complications, incomplete"
5696,63472,Spon ab w compl NEC-comp,"Spontaneous abortion, with other specified complications, complete"
5697,63480,Spon ab w compl NOS-unsp,"Spontaneous abortion, with unspecified complication, unspecified"
5698,63481,Spon ab w compl NOS-inc,"Spontaneous abortion, with unspecified complication, incomplete"
5699,63482,Spon ab w compl NOS-comp,"Spontaneous abortion, with unspecified complication, complete"
5700,63490,Spon abort uncompl-unsp,"Spontaneous abortion, without mention of complication, unspecified"
5701,63491,Spon abort uncompl-inc,"Spontaneous abortion, without mention of complication, incomplete"
5702,63492,Spon abort uncompl-comp,"Spontaneous abortion, without mention of complication, complete"
5703,63500,Leg abor w pelv inf-unsp,"Legally induced abortion, complicated by genital tract and pelvic infection, unspecified"
5704,63501,Leg abor w pelv inf-inc,"Legally induced abortion, complicated by genital tract and pelvic infection, incomplete"
5705,63502,Leg abor w pelv inf-comp,"Legally induced abortion, complicated by genital tract and pelvic infection, complete"
5706,63510,Legal abor w hemorr-unsp,"Legally induced abortion, complicated by delayed or excessive hemorrhage, unspecified"
5707,63511,Legal abort w hemorr-inc,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete"
5708,63512,Legal abor w hemorr-comp,"Legally induced abortion, complicated by delayed or excessive hemorrhage, complete"
5709,63520,Leg ab w pelv damag-unsp,"Legally induced abortion, complicated by damage to pelvic organs or tissues, unspecified"
5710,63521,Leg ab w pelv damag-inc,"Legally induced abortion, complicated by damage to pelvic organs or tissues, incomplete"
5711,63522,Leg ab w pelv damag-comp,"Legally induced abortion, complicated by damage to pelvic organs or tissues, complete"
5712,63530,Leg abor w ren fail-unsp,"Legally induced abortion, complicated by renal failure,unspecified"
5713,63531,Leg abor w ren fail-inc,"Legally induced abortion, complicated by renal failure, incomplete"
5714,63532,Leg abor w ren fail-comp,"Legally induced abortion, complicated by renal failure, complete"
5715,63540,Leg ab w metab dis-unsp,"Legally induced abortion, complicated by metabolic disorder, unspecified"
