LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE
,,,,,2802,VENOUS FLOW/GRAFT,,chartevents,48,,,,,carevue,,,
,,,,,2945,BLOWDRY RT THIGH,,chartevents,48,,,,,carevue,,,
,,,,,4695,PredForte,,chartevents,48,,,,,carevue,,,
,,,,,4769,rash,,chartevents,48,,,,,carevue,,,
,,,,,5195,potassium phosphorus,,chartevents,48,,,,,carevue,,,
,,,,,6517,ABD Binder,,chartevents,48,,,,,carevue,,,
,,,,,7488,Rotation On,,chartevents,48,,,,,carevue,,,
,,,,,40451,Paracentesis,,outputevents,48,,,,,carevue,,,
,,,,,40789,PD dialysate out,,outputevents,48,,,,,carevue,,,
,,,,,42591,arm drain bags,,outputevents,48,,,,,carevue,,,
,,,,,43559,"penrose drain, abd.",,outputevents,48,,,,,carevue,,,
,,,,,50847,"POTASSIUM, ASCITES",,labevents,48,CHEMISTRY,,ASCITES,49789-1,,,,
,,,,,51122,NUCLEATED RBC,,labevents,48,HEMATOLOGY,,ASCITES,,,,,
,,,,,51207,FACTOR VIII INHIBITOR,,labevents,48,HEMATOLOGY,,BLOOD,5/1/3204,,,,
,,,,,51381,OTHER,,labevents,48,HEMATOLOGY,,JOINT FLUID,,,,,
,,Sheath Line Tip Cultured,,,225768,Sheath Line Tip Cultured,,chartevents,48,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,1944,Coccyx w->d drsg chg,,chartevents,47,,,,,carevue,,,
,,,,,2959,Solumedrolmg/kg/hr,,chartevents,47,,,,,carevue,,,
,,,,,3309,Atrovent MDI,,chartevents,47,,,,,carevue,,,
,,,,,3695,Yawning,,chartevents,47,,,,,carevue,,,
,,,,,4195,ABG Sodium,,chartevents,47,ABG'S,,,,carevue,,,
,,,,,4406,Poly-vi-sol,,chartevents,47,,,,,carevue,,,
,,,,,4407,Polivisol,,chartevents,47,,,,,carevue,,,
,,,,,4520,Tobradex opthalmic,,chartevents,47,,,,,carevue,,,
,,,,,6115,high/min /vent,,chartevents,47,,,,,carevue,,,
,,,,,6553,cyclosporin,,chartevents,47,,,,,carevue,,,
,,,,,7907,bed roation,,chartevents,47,,,,,carevue,,,
,,,,,8087,sigh rate,,chartevents,47,,,,,carevue,,,
,,,,,8298,L ICP,,chartevents,47,,,,,carevue,,,
,,,,,40956,paracentesis site,,outputevents,47,,,,,carevue,,,
,,,,,45194,GTUBE,,outputevents,47,,,,,carevue,,,
,,,,,222,I:E Ratio-Calculated,,chartevents,46,,,,,carevue,,,
,,,,,2616,PASSY-MUIR VALVE,,chartevents,46,,,,,carevue,,,
,,,,,2820,STERNAL DRSG,,chartevents,46,,,,,carevue,,,
,,,,,4292,artificial tears,,chartevents,46,,,,,carevue,,,
,,,,,4615,Mylicon,,chartevents,46,,,,,carevue,,,
,,,,,4620,monilial rash,,chartevents,46,,,,,carevue,,,
,,,,,4652,Hernia Repair,,chartevents,46,,,,,carevue,,,
,,,,,5617,vitamin a,,chartevents,46,,,,,carevue,,,
,,,,,6663,Artificial tears,,chartevents,46,,,,,carevue,,,
,,,,,6916,nitric oxide ppm,,chartevents,46,,,,,carevue,,,
,,,,,40099,Drain Out #2 Penrose,,outputevents,46,,,,,carevue,,,
,,,,,40779,JP drain,,outputevents,46,,,,,carevue,,,
,,,,,41113,Drain Out #1 Davol,,outputevents,46,,,,,carevue,,,
,,,,,43034,R PLEURAL NS IRRIG,,outputevents,46,Free Form Intake,,,,carevue,,,
,,,,,46715,Citrate - dialysis,,outputevents,46,Free Form Intake,,,,carevue,,,
,,,,,51433,NRBC,,labevents,46,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,Vd/Vt Ratio,,,224743,Vd/Vt Ratio,None,chartevents,46,Respiratory,,,,metavision,,Numeric,
,,,,,45927,True Urine,,outputevents,45,,,,,carevue,,,
,,,,,2406,mouth flap pulse,,chartevents,45,,,,,carevue,,,
,,,,,2424,2ND RA ALINE,,chartevents,45,,,,,carevue,,,
,,,,,3044,10% ETOH CC/HR,,chartevents,45,,,,,carevue,,,
,,,,,4951,Diaper rash,,chartevents,45,,,,,carevue,,,
,,,,,5055,gel pillow,,chartevents,45,,,,,carevue,,,
,,,,,5096,PDA ligation site,,chartevents,45,,,,,carevue,,,
,,,,,6272,right fem. a-line,,chartevents,45,,,,,carevue,,,
,,,,,6437,EPIDURAL RATE,,chartevents,45,,,,,carevue,,,
,,,,,6963,breast binder,,chartevents,45,,,,,carevue,,,
,,,,,7587,PS,,chartevents,45,,,,,carevue,,,
,,,,,7747,stoma adhesive powd,,chartevents,45,,,,,carevue,,,
,,,,,43706,j-tube flush,,outputevents,45,Free Form Intake,,,,carevue,,,
,,,,,46230,Dialysis 1.5% IN,,outputevents,45,Free Form Intake,,,,carevue,,,
,,,,,51061,"BICARBONATE, STOOL",,labevents,45,CHEMISTRY,,STOOL,14040-0,,,,
,,,,,2518,HFO- FIO2,,chartevents,44,,,,,carevue,,,
,,,,,1378,Continuous CI,,chartevents,44,,,,,carevue,,,
,,,,,1379,Continuous CO,,chartevents,44,,,,,carevue,,,
,,,,,1675,TH,,chartevents,44,,,,,carevue,,,
,,,,,1945,LLcalf w->d drsg chg,,chartevents,44,,,,,carevue,,,
,,,,,2066,atc,,chartevents,44,,,,,carevue,,,
,,,,,2110,Mucomyst,,chartevents,44,,,,,carevue,,,
,,,,,2829,fenoldopam mcg/kg/mn,,chartevents,44,,,,,carevue,,,
,,,,,3644,Sweating,,chartevents,44,,,,,carevue,,,
,,,,,4311,glycerin,,chartevents,44,,,,,carevue,,,
,,,,,4823,PRILOSEC,,chartevents,44,,,,,carevue,,,
,,,,,4936,Nystatin Oint.,,chartevents,44,,,,,carevue,,,
,,,,,5612,Dexamethasone gtts,,chartevents,44,,,,,carevue,,,
,,,,,6302,low press,,chartevents,44,,,,,carevue,,,
,,,,,6645,pmv,,chartevents,44,,,,,carevue,,,
,,,,,6651,ca gluc ml/hr,,chartevents,44,,,,,carevue,,,
,,,,,7363,Bed Rotation Right,,chartevents,44,,,,,carevue,,,
,,,,,7458,ICE PACKS PERINEAL,,chartevents,44,,,,,carevue,,,
,,,,,7469,Methylprednisolone,,chartevents,44,,,,,carevue,,,
,,,,,43558,BMFSNG + 4HMF + MCT,,outputevents,44,Free Form Intake,,,,carevue,,,
,,,,,45869,labial drng,,outputevents,44,,,,,carevue,,,
,,,,,51163,CD16/56%,,labevents,44,HEMATOLOGY,,BLOOD,18267-5,,,,
,,TFCd0 (NICOM),,,228379,TFCd0 (NICOM),%,chartevents,44,NICOM,,,,metavision,,Numeric,
,,,,,50830,"PCO2, BODY FLUID",,labevents,43,BLOOD GAS,,OTHER BODY FLUID,2023-0,,,,
,,,,,43431,Urine cc/k/hr,,outputevents,43,,,,,carevue,,,
,,,,,977,TRACHE CARE,,chartevents,43,,,,,carevue,,,
,,,,,1214,smile,,chartevents,43,,,,,carevue,,,
,,,,,1216,tongue,,chartevents,43,,,,,carevue,,,
,,,,,2369,fem map,,chartevents,43,,,,,carevue,,,
,,,,,3207,High MMV,,chartevents,43,,,,,carevue,,,
,,,,,4303,CT dsg,,chartevents,43,,,,,carevue,,,
,,,,,4561,bacitracin oint,,chartevents,43,,,,,carevue,,,
,,,,,4613,circ. site,,chartevents,43,,,,,carevue,,,
,,,,,5152,Abcess/ Location,,chartevents,43,,,,,carevue,,,
,,,,,5292,Propranolol,,chartevents,43,,,,,carevue,,,
,,,,,5823,Bed Percussion,,chartevents,43,,,,,carevue,,,
,,,,,7361,SV02,,chartevents,43,,,,,carevue,,,
,,,,,7414,Triple abx ointment,,chartevents,43,,,,,carevue,,,
,,,,,8042,Immodium,,chartevents,43,,,,,carevue,,,
,,,,,8069,protonix 80mg/250ml,,chartevents,43,,,,,carevue,,,
,,,,,43042,(R)Nephrostomy flush,,outputevents,43,Free Form Intake,,,,carevue,,,
,,,,,45655,right arm drainage,,outputevents,43,,,,,carevue,,,
,,,,,46071,ostomy,,outputevents,43,,,,,carevue,,,
,,,,,46766,ileum drain,,outputevents,43,,,,,carevue,,,
,,,,,50837,"BICARBONATE, ASCITES",,labevents,43,CHEMISTRY,,ASCITES,54360-3,,,,
,,,,,51366,BANDS,,labevents,43,HEMATOLOGY,,JOINT FLUID,33361-7,,,,
,,Clot Size (cm),,,227647,Clot Size (cm),cm,chartevents,43,OB-GYN,,,,metavision,,Numeric,
,,,,,2567,K Phosphate,,chartevents,42,,,,,carevue,,,
,,,,,1610,THERA VEST 15 MIN.,,chartevents,42,,,,,carevue,,,
,,,,,2314,cpp,,chartevents,42,,,,,carevue,,,
,,,,,2660,ICP Camino,,chartevents,42,,,,,carevue,,,
,,,,,2960,lepirudin mgs/kg/hr,,chartevents,42,,,,,carevue,,,
,,,,,3083,spont Tidal volumes,,chartevents,42,,,,,carevue,,,
,,,,,3084,photosensitive prec,,chartevents,42,,,,,carevue,,,
,,,,,4412,caffeine bolus,,chartevents,42,,,,,carevue,,,
,,,,,4483,Splint,,chartevents,42,,,,,carevue,,,
,,,,,4484,Toes,,chartevents,42,,,,,carevue,,,
,,,,,4801,Bath+Shampoo,,chartevents,42,,,,,carevue,,,
,,,,,4928,Neo-Synephrine gtts,,chartevents,42,,,,,carevue,,,
,,,,,5705,j-tube flush,,chartevents,42,,,,,carevue,,,
,,,,,5879,Right Arm Cellulitis,,chartevents,42,,,,,carevue,,,
,,,,,6411,Dressing  Change,,chartevents,42,,,,,carevue,,,
,,,,,40079,Drain Out #2 Anderson,,outputevents,42,,,,,carevue,,,
,,,,,445,Mech. Minute Volume,,chartevents,41,,,,,carevue,,,
,,,,,1674,PL,,chartevents,41,,,,,carevue,,,
,,,,,1676,TL,,chartevents,41,,,,,carevue,,,
,,,,,1715,Nicardipine mg/hr,,chartevents,41,,,,,carevue,,,
,,,,,1963,SITTER,,chartevents,41,,,,,carevue,,,
,,,,,2020,r leg elevated,,chartevents,41,,,,,carevue,,,
,,,,,2107,pinsp,,chartevents,41,,,,,carevue,,,
,,,,,2514,pigtail flush,,chartevents,41,,,,,carevue,,,
,,,,,2656,SOLUMEDROL MG/KG/HR,,chartevents,41,,,,,carevue,,,
,,,,,2671,NO2 TANK PRESSURSE,,chartevents,41,,,,,carevue,,,
,,,,,2685,Cisat mcg/kg/min,,chartevents,41,,,,,carevue,,,
,,,,,2696,EDV1,,chartevents,41,,,,,carevue,,,
,,,,,2769,left radial ABP,,chartevents,41,,,,,carevue,,,
,,,,,2770,left radial MAP,,chartevents,41,,,,,carevue,,,
,,,,,2948,femoral ART Line,,chartevents,41,,,,,carevue,,,
,,,,,2964,left AV thrill/bruit,,chartevents,41,,,,,carevue,,,
,,,,,2992,Argatroban mcg/kg/m,,chartevents,41,,,,,carevue,,,
,,,,,4462,Flovent,,chartevents,41,,,,,carevue,,,
,,,,,5003,prednisolone,,chartevents,41,,,,,carevue,,,
,,,,,5086,ceftazadime,,chartevents,41,,,,,carevue,,,
,,,,,5210,Atropine eye oint.,,chartevents,41,,,,,carevue,,,
,,,,,6166,left flap check,,chartevents,41,,,,,carevue,,,
,,,,,6167,right flap check,,chartevents,41,,,,,carevue,,,
,,,,,6885,R chest dsg,,chartevents,41,,,,,carevue,,,
,,,,,6978,iced gauze to eyes,,chartevents,41,,,,,carevue,,,
,,,,,7737,Bivona positin 10,,chartevents,41,,,,,carevue,,,
,,,,,7885,Glucagon infusion,,chartevents,41,,,,,carevue,,,
,,,,,8001,Flolan ng/kg/min,,chartevents,41,,,,,carevue,,,
,,,,,8200,L arm Fistula,,chartevents,41,,,,,carevue,,,
,,,,,44174,t tube,,outputevents,41,,,,,carevue,,,
,,,,,44522,LEFT ARM POUCH,,outputevents,41,,,,,carevue,,,
,,,,,46415,wound pouch,,outputevents,41,,,,,carevue,,,
,,,,,51220,HEINZ BODY PREP,,labevents,41,HEMATOLOGY,,BLOOD,48068-1,,,,
,,,,,51353,MESOTHELIAL CELLS,,labevents,41,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),30429-5,,,,
,,,,,2063,NO tank psi,,chartevents,40,,,,,carevue,,,
,,,,,2522,HFO-MAP,,chartevents,40,,,,,carevue,,,
,,,,,2544,FEM ART MAP,,chartevents,40,,,,,carevue,,,
,,,,,2604,CHEST WT ON/OFF,,chartevents,40,,,,,carevue,,,
,,,,,2822,gt drsg,,chartevents,40,,,,,carevue,,,
,,,,,3344,CVL Dressing Change,,chartevents,40,,,,,carevue,,,
,,,,,5638,sheath a line,,chartevents,40,,,,,carevue,,,
,,,,,5642,bupivacaine.1%-axila,,chartevents,40,,,,,carevue,,,
,,,,,5787,t-tube,,chartevents,40,,,,,carevue,,,
,,,,,5904,02 Tubing Present,,chartevents,40,,,,,carevue,,,
,,,,,6031,PADS/NECK INCISION.,,chartevents,40,,,,,carevue,,,
,,,,,6458,Multipodus,,chartevents,40,,,,,carevue,,,
,,,,,6930,STUDY DRUG CC/HR,,chartevents,40,,,,,carevue,,,
,,,,,7391,Rotation On/Off,,chartevents,40,,,,,carevue,,,
,,,,,7730,RT AV thrill/bruit,,chartevents,40,,,,,carevue,,,
,,,,,7762,autorotation,,chartevents,40,,,,,carevue,,,
,,,,,7796,Scrotum,,chartevents,40,,,,,carevue,,,
,,,,,7818,Chest Dressing,,chartevents,40,,,,,carevue,,,
,,,,,8072,Abd. incision,,chartevents,40,,,,,carevue,,,
,,,,,8321,nystatin pwdr,,chartevents,40,,,,,carevue,,,
,,,,,42314,REFED JEJUNOSTOMY,,outputevents,40,Free Form Intake,,,,carevue,,,
,,,,,42652,Drain Out #5 Sump,,outputevents,40,,,,,carevue,,,
,,,,,43323,spits,,outputevents,40,,,,,carevue,,,
,,,,,46489,JP Other,,outputevents,40,,,,,carevue,,,
,,,,,51187,CD55,,labevents,40,HEMATOLOGY,,BLOOD,17175-1,,,,
,,,,,51190,CD59,,labevents,40,HEMATOLOGY,,BLOOD,17177-7,,,,
,,,,,1863,HFO-FiO2,,chartevents,39,,,,,carevue,,,
,,,,,4576,pre ductal sat,,chartevents,39,,,,,carevue,,,
,,,,,845,Tobramycin/Peak,,chartevents,39,Drug Level,,,,carevue,,,
,,,,,1057,edema,,chartevents,39,,,,,carevue,,,
,,,,,1964,Camino Monitor,,chartevents,39,,,,,carevue,,,
,,,,,2079,Nitric tank psi,,chartevents,39,,,,,carevue,,,
,,,,,2093,Nicardipine mcg/k/mn,,chartevents,39,,,,,carevue,,,
,,,,,2401,inner cannula,,chartevents,39,,,,,carevue,,,
,,,,,2520,HFO-Delta P (amplit),,chartevents,39,,,,,carevue,,,
,,,,,3030,slop,,chartevents,39,,,,,carevue,,,
,,,,,3046,HIGH MINUTE VENT.  N,,chartevents,39,,,,,carevue,,,
,,,,,3161,Hi Minute Volume,,chartevents,39,,,,,carevue,,,
,,,,,4681,triple abx oint,,chartevents,39,,,,,carevue,,,
,,,,,5500,vit a,,chartevents,39,,,,,carevue,,,
,,,,,5613,Neonatal Morphine PO,,chartevents,39,,,,,carevue,,,
,,,,,5647,trembling,,chartevents,39,,,,,carevue,,,
,,,,,6173,circumsision site,,chartevents,39,,,,,carevue,,,
,,,,,7477,hood,,chartevents,39,,,,,carevue,,,
,,,,,7505,Neck,,chartevents,39,,,,,carevue,,,
,,,,,41015,Emesis,,outputevents,39,,,,,carevue,,,
,,,,,41374,Dialysis Out,,outputevents,39,,,,,carevue,,,
,,,,,43984,Chest tube irrigate,,outputevents,39,Free Form Intake,,,,carevue,,,
,,,,,44992,g-tube dr/return,,outputevents,39,Free Form Intake,,,,carevue,,,
,,,,,46072,VAC output,,outputevents,39,,,,,carevue,,,
,,,,,46544,left arm drainage,,outputevents,39,,,,,carevue,,,
,,,,,50901,CENTROMERE,,labevents,39,CHEMISTRY,,BLOOD,16570-4,,,,
,,Blakemore,,,226570,Blakemore,mL,outputevents,39,Output,,,,metavision,,Numeric,
,,,,,1721,Ribaviron,,chartevents,38,,,,,carevue,,,
,,,,,2058,Hi VE,,chartevents,38,,,,,carevue,,,
,,,,,2339,APROTONIN,,chartevents,38,,,,,carevue,,,
,,,,,2589,cariporide @ 21/ml,,chartevents,38,,,,,carevue,,,
,,,,,2670,nimbex,,chartevents,38,,,,,carevue,,,
,,,,,2938,ART,,chartevents,38,,,,,carevue,,,
,,,,,3197,INO LEVEL,,chartevents,38,,,,,carevue,,,
,,,,,3594,Racemic Epi MiniNeb,,chartevents,38,,,,,carevue,,,
,,,,,5066,Epogen,,chartevents,38,,,,,carevue,,,
,,,,,5083,rt. hernia,,chartevents,38,,,,,carevue,,,
,,,,,5587,CYCLOSPORIN --MG/HR,,chartevents,38,,,,,carevue,,,
,,,,,5776,"FEM, ABP",,chartevents,38,,,,,carevue,,,
,,,,,5854,fem aline,,chartevents,38,,,,,carevue,,,
,,,,,5865,APRV Pressure High,,chartevents,38,,,,,carevue,,,
,,,,,5982,Triple antibx oint.,,chartevents,38,,,,,carevue,,,
,,,,,6681,Oral nystatin,,chartevents,38,,,,,carevue,,,
,,,,,41584,Chest tube flush,,outputevents,38,Free Form Intake,,,,carevue,,,
,,,,,45327,Ventricular Drain,,outputevents,38,,,,,carevue,,,
,,,,,956,CPT,,chartevents,37,,,,,carevue,,,
,,,,,1108,mucomyst,,chartevents,37,,,,,carevue,,,
,,,,,1637,pneumo boots,,chartevents,37,,,,,carevue,,,
,,,,,1651,High Tidal Volume,,chartevents,37,,,,,carevue,,,
,,,,,1739,Passey Muir Valve,,chartevents,37,,,,,carevue,,,
,,,,,2091,dexmedetomidine,,chartevents,37,,,,,carevue,,,
,,,,,2400,tidal volumes,,chartevents,37,,,,,carevue,,,
,,,,,2565,Bruit/Thrill,,chartevents,37,,,,,carevue,,,
,,,,,2754,PITRESSIN U/MIN,,chartevents,37,,,,,carevue,,,
,,,,,2821,binder,,chartevents,37,,,,,carevue,,,
,,,,,2963,CHECK BRUIT L ARM,,chartevents,37,,,,,carevue,,,
,,,,,2983,solumedrol mg/hr,,chartevents,37,,,,,carevue,,,
,,,,,3240,Nicardipine gtt,,chartevents,37,,,,,carevue,,,
,,,,,3416,Eye Abnormalities,,chartevents,37,,,,,carevue,,,
,,,,,4243,glycerin supp,,chartevents,37,,,,,carevue,,,
,,,,,4299,Glycerin,,chartevents,37,,,,,carevue,,,
,,,,,4977,circcare,,chartevents,37,,,,,carevue,,,
,,,,,5043,gentamycin ointment,,chartevents,37,,,,,carevue,,,
,,,,,5159,RANGE OF MOTION,,chartevents,37,,,,,carevue,,,
,,,,,5503,L nare,,chartevents,37,,,,,carevue,,,
,,,,,5565,Isuprel,,chartevents,37,,,,,carevue,,,
,,,,,7086,CIRCUMCISION SITE,,chartevents,37,,,,,carevue,,,
,,,,,7595,PSV,,chartevents,37,,,,,carevue,,,
,,,,,8331,Diazoxide,,chartevents,37,,,,,carevue,,,
,,,,,40553,t tube flush,,outputevents,37,Free Form Intake,,,,carevue,,,
,,,,,41426,peg meds,,outputevents,37,Free Form Intake,,,,carevue,,,
,,,,,42338,paracenteis drainag.,,outputevents,37,,,,,carevue,,,
,,,,,44562,J-tube NS 10cc/h.,,outputevents,37,Free Form Intake,,,,carevue,,,
,,,,,46469,cc/cc replacement JP,,outputevents,37,Free Form Intake,,,,carevue,,,
,,,,,51011,<ALBUMIN>,,labevents,37,CHEMISTRY,,CEREBROSPINAL FLUID (CSF),7/1/1746,,,,
,,,,,1352,urine pH,,chartevents,36,,,,,carevue,,,
,,,,,448,Minute Volume,,chartevents,36,,,,,carevue,,,
,,,,,1098,cisatracurium mg/kg,,chartevents,36,,,,,carevue,,,
,,,,,1652,MP boots,,chartevents,36,,,,,carevue,,,
,,,,,1666,phigh,,chartevents,36,,,,,carevue,,,
,,,,,1862,HFO-Bias Flow,,chartevents,36,,,,,carevue,,,
,,,,,2480,CISATRACUR.MCG/KG/MI,,chartevents,36,,,,,carevue,,,
,,,,,2487,carioride cc/hr,,chartevents,36,,,,,carevue,,,
,,,,,2519,HFO-% I Time,,chartevents,36,,,,,carevue,,,
,,,,,2521,HFO-Hz,,chartevents,36,,,,,carevue,,,
,,,,,2606,halo traction,,chartevents,36,,,,,carevue,,,
,,,,,2663,ACETYCYSTEINE,,chartevents,36,,,,,carevue,,,
,,,,,2672,fentanyl mg/hr,,chartevents,36,,,,,carevue,,,
,,,,,2697,EF %,,chartevents,36,,,,,carevue,,,
,,,,,4349,Chloral Hydrate,,chartevents,36,,,,,carevue,,,
,,,,,4693,Bacitracin Eye Oint,,chartevents,36,,,,,carevue,,,
,,,,,5215,Na Cl supps,,chartevents,36,,,,,carevue,,,
,,,,,5461,phenylephrine drops,,chartevents,36,,,,,carevue,,,
,,,,,5643,bupivacaine.1%-pop,,chartevents,36,,,,,carevue,,,
,,,,,5866,APRV Pressure Low,,chartevents,36,,,,,carevue,,,
,,,,,5867,APRV Time High,,chartevents,36,,,,,carevue,,,
,,,,,5868,APRV Time low,,chartevents,36,,,,,carevue,,,
,,,,,5943,sigh breath,,chartevents,36,,,,,carevue,,,
,,,,,7517,MARCAINE .25/4CC SC,,chartevents,36,,,,,carevue,,,
,,,,,7655,security,,chartevents,36,,,,,carevue,,,
,,,,,7925,thumb pulse checks,,chartevents,36,,,,,carevue,,,
,,,,,40469,pancreatic drain,,outputevents,36,Free Form Intake,,,,carevue,,,
,,,,,40536,pleural fluid,,outputevents,36,,,,,carevue,,,
,,,,,42460,drain flush l,,outputevents,36,Free Form Intake,,,,carevue,,,
,,,,,42461,drain flush r,,outputevents,36,Free Form Intake,,,,carevue,,,
,,,,,42467,Drain Out #8 Other,,outputevents,36,,,,,carevue,,,
,,,,,42498,CHEST TUBE PLEURALS,,outputevents,36,,,,,carevue,,,
,,,,,42982,vac drain,,outputevents,36,,,,,carevue,,,
,,,,,45405,chest tube irrigant,,outputevents,36,Free Form Intake,,,,carevue,,,
,,,,,46478,JP #1,,outputevents,36,,,,,carevue,,,
,,,,,46479,JP #2,,outputevents,36,,,,,carevue,,,
,,,,,51502,TRICHOMONAS,,labevents,36,HEMATOLOGY,,URINE,32724-7,,,,
,,,,,51511,URINE FAT BODIES,,labevents,36,HEMATOLOGY,,URINE,3/1/2272,,,,
,,TFCd (NICOM),,,228378,TFCd (NICOM),%,chartevents,36,NICOM,,,,metavision,,Numeric,
,,,,,1891,Heliox,,chartevents,35,,,,,carevue,,,
,,,,,2308,FEM ALINE,,chartevents,35,,,,,carevue,,,
,,,,,2326,(R) FEMORAL SHEATH,,chartevents,35,,,,,carevue,,,
,,,,,2798,arm 90 degrees,,chartevents,35,,,,,carevue,,,
,,,,,2874,lepirudin mg/kg/hr,,chartevents,35,,,,,carevue,,,
,,,,,3087,DEXTRAN 40  10%,,chartevents,35,,,,,carevue,,,
,,,,,4676,Critic-aid,,chartevents,35,,,,,carevue,,,
,,,,,4915,PRUNE JUICE,,chartevents,35,,,,,carevue,,,
,,,,,4957,Atropine drops,,chartevents,35,,,,,carevue,,,
,,,,,5012,glycerin suppository,,chartevents,35,,,,,carevue,,,
,,,,,5396,ferrous sulfate,,chartevents,35,,,,,carevue,,,
,,,,,5824,HiMV,,chartevents,35,,,,,carevue,,,
,,,,,6246,SAFETY OFFICER,,chartevents,35,,,,,carevue,,,
,,,,,6596,Acety42gm/1L-mg/kg/h,,chartevents,35,,,,,carevue,,,
,,,,,7453,bear hugger,,chartevents,35,,,,,carevue,,,
,,,,,7582,Bed rotation.,,chartevents,35,,,,,carevue,,,
,,,,,7699,HICCUPS,,chartevents,35,,,,,carevue,,,
,,,,,40745,Dialysis,,outputevents,35,,,,,carevue,,,
,,,,,42315,pericardial drain,,outputevents,35,,,,,carevue,,,
,,,,,43127,PD output,,outputevents,35,,,,,carevue,,,
,,,,,51413,CD56,,labevents,35,HEMATOLOGY,,OTHER BODY FLUID,57424-4,,,,
,,,,,1133,Multi-podis boots,,chartevents,34,,,,,carevue,,,
,,,,,1229,sling,,chartevents,34,,,,,carevue,,,
,,,,,1339,bed rotation q2hrs.,,chartevents,34,,,,,carevue,,,
,,,,,1575,HIGH MINUTE VOL.,,chartevents,34,,,,,carevue,,,
,,,,,1996,HIGH MIN. VOL.,,chartevents,34,,,,,carevue,,,
,,,,,2034,High min. vent.,,chartevents,34,,,,,carevue,,,
,,,,,2288,L ARM ELEVATION,,chartevents,34,,,,,carevue,,,
,,,,,2467,DEXTROSE GM/HR,,chartevents,34,,,,,carevue,,,
,,,,,2551,study drug,,chartevents,34,,,,,carevue,,,
,,,,,2560,CISATRA. MCG/KG/MIN,,chartevents,34,,,,,carevue,,,
,,,,,3122,Apnea,,chartevents,34,,,,,carevue,,,
,,,,,3475,Infant ABO/Rh,,chartevents,34,,,,,carevue,,,
,,,,,4192,zzzzth in Centimeter,,chartevents,34,,,,,carevue,,,
,,,,,5729,bair hugger,,chartevents,34,,,,,carevue,,,
,,,,,5992,Surgical site,,chartevents,34,,,,,carevue,,,
,,,,,6690,phenylephrine gtts,,chartevents,34,,,,,carevue,,,
,,,,,6738,left breast doppler,,chartevents,34,,,,,carevue,,,
,,,,,6739,right breast doppler,,chartevents,34,,,,,carevue,,,
,,,,,7389,protonix 80mg/250cc,,chartevents,34,,,,,carevue,,,
,,,,,7757,NARCAN MG/HR,,chartevents,34,,,,,carevue,,,
,,,,,40690,DIALYSIS,,outputevents,34,,,,,carevue,,,
,,,,,41494,ogt drainage,,outputevents,34,,,,,carevue,,,
,,,,,42189,ABDOMINAL DRAINAGE,,outputevents,34,,,,,carevue,,,
,,,,,42331,Drain Out #4 Hemovac,,outputevents,34,,,,,carevue,,,
,,,,,42516,Chest tube pleural,,outputevents,34,,,,,carevue,,,
,,,,,43442,g tube drainage,,outputevents,34,,,,,carevue,,,
,,,,,51096,PORPHOBILINOGEN SCREEN,,labevents,34,CHEMISTRY,,URINE,2/1/2809,,,,
,,,,,51495,RBC CLUMPS,,labevents,34,HEMATOLOGY,,URINE,,,,,
,,,,,6,ABP [Systolic],,chartevents,33,,,,,carevue,,,
,,,,,1188,dressing change,,chartevents,33,,,,,carevue,,,
,,,,,1194,natrecor,,chartevents,33,,,,,carevue,,,
,,,,,1197,HFO Amplitude,,chartevents,33,,,,,carevue,,,
,,,,,1198,HFO Frq. (Hz),,chartevents,33,,,,,carevue,,,
,,,,,1990,High minute vent.,,chartevents,33,,,,,carevue,,,
,,,,,2105,hi minute volume,,chartevents,33,,,,,carevue,,,
,,,,,2445,Vasopressin,,chartevents,33,,,,,carevue,,,
,,,,,2547,Precedex mcg/kg/hr,,chartevents,33,,,,,carevue,,,
,,,,,2898,AMBUED Q4 AND PRN,,chartevents,33,,,,,carevue,,,
,,,,,2966,OFFICERS/HANDCUFFED,,chartevents,33,,,,,carevue,,,
,,,,,3184,Neo mcg/kg/min,,chartevents,33,,,,,carevue,,,
,,,,,4191,zzzgth   Calc   (cm),,chartevents,33,,,,,carevue,,,
,,,,,4296,Glycerin supp.,,chartevents,33,,,,,carevue,,,
,,,,,4400,cefotoxime,,chartevents,33,,,,,carevue,,,
,,,,,4784,desitin ointment,,chartevents,33,,,,,carevue,,,
,,,,,5026,extra digit rt/lt fr,,chartevents,33,,,,,carevue,,,
,,,,,5280,flowrate cc's,,chartevents,33,,,,,carevue,,,
,,,,,5502,R ankle,,chartevents,33,,,,,carevue,,,
,,,,,5717,circ.site,,chartevents,33,,,,,carevue,,,
,,,,,7281,Cooling Blanket,,chartevents,33,,,,,carevue,,,
,,,,,8058,bed percussion,,chartevents,33,,,,,carevue,,,
,,,,,40426,dialysis out,,outputevents,33,,,,,carevue,,,
,,,,,42300,CHOLECYSTOSTOMY TUBE,,outputevents,33,,,,,carevue,,,
