"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"C966","27789","10000",1,0,0,0,0
"C969","20290","10000",1,0,0,0,0
"C969","20291","10000",1,0,0,0,0
"C969","20292","10000",1,0,0,0,0
"C969","20293","10000",1,0,0,0,0
"C969","20294","10000",1,0,0,0,0
"C969","20295","10000",1,0,0,0,0
"C969","20296","10000",1,0,0,0,0
"C969","20297","10000",1,0,0,0,0
"C969","20298","10000",1,0,0,0,0
"C96A","20230","10000",1,0,0,0,0
"C96Z","20290","10000",1,0,0,0,0
"D0000","2300","10000",1,0,0,0,0
"D0001","2300","10000",1,0,0,0,0
"D0002","2300","10000",1,0,0,0,0
"D0003","2300","10000",1,0,0,0,0
"D0004","2300","10000",1,0,0,0,0
"D0005","2300","10000",1,0,0,0,0
"D0006","2300","10000",1,0,0,0,0
"D0007","2300","10000",1,0,0,0,0
"D0008","2300","10000",1,0,0,0,0
"D001","2301","00000",0,0,0,0,0
"D002","2302","00000",0,0,0,0,0
"D010","2303","00000",0,0,0,0,0
"D011","2304","10000",1,0,0,0,0
"D012","2304","10000",1,0,0,0,0
"D013","2305","10000",1,0,0,0,0
"D013","2306","10000",1,0,0,0,0
"D0140","2307","10000",1,0,0,0,0
"D0149","2307","10000",1,0,0,0,0
"D015","2308","00000",0,0,0,0,0
"D017","2309","10000",1,0,0,0,0
"D019","2309","10000",1,0,0,0,0
"D020","2310","00000",0,0,0,0,0
"D021","2311","00000",0,0,0,0,0
"D0220","2312","10000",1,0,0,0,0
"D0221","2312","10000",1,0,0,0,0
"D0222","2312","10000",1,0,0,0,0
"D023","2318","10000",1,0,0,0,0
"D024","2319","00000",0,0,0,0,0
"D030","1720","10000",1,0,0,0,0
"D0310","1721","10000",1,0,0,0,0
"D0311","1721","10000",1,0,0,0,0
"D0312","1721","10000",1,0,0,0,0
"D0320","1722","10000",1,0,0,0,0
"D0321","1722","10000",1,0,0,0,0
"D0322","1722","10000",1,0,0,0,0
"D0330","1723","10000",1,0,0,0,0
"D0339","1723","10000",1,0,0,0,0
"D034","1724","10000",1,0,0,0,0
"D0351","1725","10000",1,0,0,0,0
"D0352","1725","10000",1,0,0,0,0
"D0359","1725","10000",1,0,0,0,0
"D0360","1726","10000",1,0,0,0,0
"D0361","1726","10000",1,0,0,0,0
"D0362","1726","10000",1,0,0,0,0
"D0370","1727","10000",1,0,0,0,0
"D0371","1727","10000",1,0,0,0,0
"D0372","1727","10000",1,0,0,0,0
"D038","1728","10000",1,0,0,0,0
"D039","1729","10000",1,0,0,0,0
"D040","2320","10000",1,0,0,0,0
"D0410","2321","10000",1,0,0,0,0
"D0411","2321","10000",1,0,0,0,0
"D0412","2321","10000",1,0,0,0,0
"D0420","2322","10000",1,0,0,0,0
"D0421","2322","10000",1,0,0,0,0
"D0422","2322","10000",1,0,0,0,0
"D0430","2323","10000",1,0,0,0,0
"D0439","2323","10000",1,0,0,0,0
"D044","2324","10000",1,0,0,0,0
"D045","2325","10000",1,0,0,0,0
"D0460","2326","10000",1,0,0,0,0
"D0461","2326","10000",1,0,0,0,0
"D0462","2326","10000",1,0,0,0,0
"D0470","2327","10000",1,0,0,0,0
"D0471","2327","10000",1,0,0,0,0
"D0472","2327","10000",1,0,0,0,0
"D048","2328","10000",1,0,0,0,0
"D049","2329","10000",1,0,0,0,0
"D0500","2330","10000",1,0,0,0,0
"D0501","2330","10000",1,0,0,0,0
"D0502","2330","10000",1,0,0,0,0
"D0510","2330","10000",1,0,0,0,0
"D0511","2330","10000",1,0,0,0,0
"D0512","2330","10000",1,0,0,0,0
"D0580","2330","10000",1,0,0,0,0
"D0581","2330","10000",1,0,0,0,0
"D0582","2330","10000",1,0,0,0,0
"D0590","2330","10000",1,0,0,0,0
"D0591","2330","10000",1,0,0,0,0
"D0592","2330","10000",1,0,0,0,0
"D060","2331","10000",1,0,0,0,0
"D061","2331","10000",1,0,0,0,0
"D067","2331","10000",1,0,0,0,0
"D069","2331","10000",1,0,0,0,0
"D070","2332","10000",1,0,0,0,0
"D071","23332","00000",0,0,0,0,0
"D072","23331","00000",0,0,0,0,0
"D0730","23330","00000",0,0,0,0,0
"D0739","23339","10000",1,0,0,0,0
"D074","2335","00000",0,0,0,0,0
"D075","2334","00000",0,0,0,0,0
"D0760","2336","10000",1,0,0,0,0
"D0761","2336","10000",1,0,0,0,0
"D0769","2336","10000",1,0,0,0,0
"D090","2337","00000",0,0,0,0,0
"D0910","2339","10000",1,0,0,0,0
"D0919","2339","10000",1,0,0,0,0
"D0920","2340","10000",1,0,0,0,0
"D0921","2340","10000",1,0,0,0,0
"D0922","2340","10000",1,0,0,0,0
"D093","2348","10000",1,0,0,0,0
"D098","2348","10000",1,0,0,0,0
"D099","2349","00000",0,0,0,0,0
"D100","2100","00000",0,0,0,0,0
"D101","2101","00000",0,0,0,0,0
"D102","2103","00000",0,0,0,0,0
"D1030","2104","10000",1,0,0,0,0
"D1039","2104","10000",1,0,0,0,0
"D104","2105","00000",0,0,0,0,0
"D105","2106","00000",0,0,0,0,0
"D106","2107","00000",0,0,0,0,0
"D107","2108","00000",0,0,0,0,0
"D109","2109","00000",0,0,0,0,0
"D110","2102","10000",1,0,0,0,0
"D117","2102","10000",1,0,0,0,0
"D119","2102","10000",1,0,0,0,0
"D120","2113","10000",1,0,0,0,0
"D121","2113","10000",1,0,0,0,0
"D122","2113","10000",1,0,0,0,0
"D123","2113","10000",1,0,0,0,0
"D124","2113","10000",1,0,0,0,0
"D125","2113","10000",1,0,0,0,0
"D126","2113","10000",1,0,0,0,0
"D127","2114","10000",1,0,0,0,0
"D128","2114","10000",1,0,0,0,0
"D129","2114","10000",1,0,0,0,0
"D130","2110","00000",0,0,0,0,0
"D131","2111","10000",1,0,0,0,0
"D132","2112","10000",1,0,0,0,0
"D1330","2112","10000",1,0,0,0,0
"D1339","2112","10000",1,0,0,0,0
"D134","2115","10000",1,0,0,0,0
"D135","2115","10000",1,0,0,0,0
"D136","2116","00000",0,0,0,0,0
"D137","2117","00000",0,0,0,0,0
"D139","2119","10000",1,0,0,0,0
"D140","2120","00000",0,0,0,0,0
"D141","2121","00000",0,0,0,0,0
"D142","2122","00000",0,0,0,0,0
"D1430","2123","10000",1,0,0,0,0
"D1431","2123","10000",1,0,0,0,0
"D1432","2123","10000",1,0,0,0,0
"D144","2129","10000",1,0,0,0,0
"D150","2126","00000",0,0,0,0,0
"D151","2127","00000",0,0,0,0,0
"D152","2125","00000",0,0,0,0,0
"D157","2128","10000",1,0,0,0,0
"D159","2129","10000",1,0,0,0,0
"D1600","2134","10000",1,0,0,0,0
"D1601","2134","10000",1,0,0,0,0
"D1602","2134","10000",1,0,0,0,0
"D1610","2135","10000",1,0,0,0,0
"D1611","2135","10000",1,0,0,0,0
"D1612","2135","10000",1,0,0,0,0
"D1620","2137","10000",1,0,0,0,0
"D1621","2137","10000",1,0,0,0,0
"D1622","2137","10000",1,0,0,0,0
"D1630","2138","10000",1,0,0,0,0
"D1631","2138","10000",1,0,0,0,0
"D1632","2138","10000",1,0,0,0,0
"D164","2130","00000",0,0,0,0,0
"D165","2131","00000",0,0,0,0,0
"D166","2132","00000",0,0,0,0,0
"D167","2133","00000",0,0,0,0,0
"D168","2136","00000",0,0,0,0,0
"D169","2139","00000",0,0,0,0,0
"D170","2140","10000",1,0,0,0,0
"D171","2141","10000",1,0,0,0,0
"D1720","2141","10000",1,0,0,0,0
"D1721","2141","10000",1,0,0,0,0
"D1722","2141","10000",1,0,0,0,0
"D1723","2141","10000",1,0,0,0,0
"D1724","2141","10000",1,0,0,0,0
"D1730","2141","10000",1,0,0,0,0
"D1739","2141","10000",1,0,0,0,0
"D174","2142","00000",0,0,0,0,0
"D175","2143","10000",1,0,0,0,0
"D176","2144","00000",0,0,0,0,0
"D1771","2143","10000",1,0,0,0,0
"D1772","2148","10000",1,0,0,0,0
"D1779","2148","10000",1,0,0,0,0
"D179","2149","00000",0,0,0,0,0
"D1800","22800","00000",0,0,0,0,0
"D1801","22801","00000",0,0,0,0,0
"D1802","22802","00000",0,0,0,0,0
"D1803","22804","00000",0,0,0,0,0
"D1809","22809","10000",1,0,0,0,0
"D181","2281","00000",0,0,0,0,0
"D190","2124","10000",1,0,0,0,0
"D191","2118","10000",1,0,0,0,0
"D197","2298","10000",1,0,0,0,0
"D199","2299","10000",1,0,0,0,0
"D200","2118","10000",1,0,0,0,0
"D201","2118","10000",1,0,0,0,0
"D210","2150","00000",0,0,0,0,0
"D2110","2152","10000",1,0,0,0,0
"D2111","2152","10000",1,0,0,0,0
"D2112","2152","10000",1,0,0,0,0
"D2120","2153","10000",1,0,0,0,0
"D2121","2153","10000",1,0,0,0,0
"D2122","2153","10000",1,0,0,0,0
"D213","2154","00000",0,0,0,0,0
"D214","2155","00000",0,0,0,0,0
"D215","2156","00000",0,0,0,0,0
"D216","2157","00000",0,0,0,0,0
"D219","2159","10000",1,0,0,0,0
"D220","2160","10000",1,0,0,0,0
"D2210","2161","10000",1,0,0,0,0
"D2211","2161","10000",1,0,0,0,0
"D2212","2161","10000",1,0,0,0,0
"D2220","2162","10000",1,0,0,0,0
"D2221","2162","10000",1,0,0,0,0
"D2222","2162","10000",1,0,0,0,0
"D2230","2163","10000",1,0,0,0,0
"D2239","2163","10000",1,0,0,0,0
"D224","2164","10000",1,0,0,0,0
"D225","2165","10000",1,0,0,0,0
"D2260","2166","10000",1,0,0,0,0
"D2261","2166","10000",1,0,0,0,0
"D2262","2166","10000",1,0,0,0,0
"D2270","2167","10000",1,0,0,0,0
"D2271","2167","10000",1,0,0,0,0
"D2272","2167","10000",1,0,0,0,0
"D229","2168","10000",1,0,0,0,0
"D229","2169","10000",1,0,0,0,0
"D230","2160","10000",1,0,0,0,0
"D2310","2161","10000",1,0,0,0,0
"D2311","2161","10000",1,0,0,0,0
"D2312","2161","10000",1,0,0,0,0
"D2320","2162","10000",1,0,0,0,0
"D2321","2162","10000",1,0,0,0,0
"D2322","2162","10000",1,0,0,0,0
"D2330","2163","10000",1,0,0,0,0
"D2339","2163","10000",1,0,0,0,0
"D234","2164","10000",1,0,0,0,0
"D235","2165","10000",1,0,0,0,0
"D2360","2166","10000",1,0,0,0,0
"D2361","2166","10000",1,0,0,0,0
"D2362","2166","10000",1,0,0,0,0
"D2370","2167","10000",1,0,0,0,0
"D2371","2167","10000",1,0,0,0,0
"D2372","2167","10000",1,0,0,0,0
"D239","2169","10000",1,0,0,0,0
"D241","217","10000",1,0,0,0,0
"D242","217","10000",1,0,0,0,0
"D249","217","10000",1,0,0,0,0
"D250","2180","00000",0,0,0,0,0
"D251","2181","00000",0,0,0,0,0
"D252","2182","00000",0,0,0,0,0
"D259","2189","00000",0,0,0,0,0
"D260","2190","00000",0,0,0,0,0
"D261","2191","00000",0,0,0,0,0
"D267","2198","00000",0,0,0,0,0
"D269","2199","00000",0,0,0,0,0
"D270","220","10000",1,0,0,0,0
"D271","220","10000",1,0,0,0,0
"D279","220","10000",1,0,0,0,0
"D280","2212","00000",0,0,0,0,0
"D281","2211","00000",0,0,0,0,0
"D282","2210","00000",0,0,0,0,0
"D287","2218","00000",0,0,0,0,0
"D289","2219","00000",0,0,0,0,0
"D290","2221","00000",0,0,0,0,0
"D291","2222","00000",0,0,0,0,0
"D2920","2220","10000",1,0,0,0,0
"D2921","2220","10000",1,0,0,0,0
"D2922","2220","10000",1,0,0,0,0
"D2930","2223","10000",1,0,0,0,0
"D2931","2223","10000",1,0,0,0,0
"D2932","2223","10000",1,0,0,0,0
"D294","2224","00000",0,0,0,0,0
"D298","2228","00000",0,0,0,0,0
"D299","2229","00000",0,0,0,0,0
"D3000","2230","10000",1,0,0,0,0
"D3001","2230","10000",1,0,0,0,0
"D3002","2230","10000",1,0,0,0,0
"D3010","2231","10000",1,0,0,0,0
"D3011","2231","10000",1,0,0,0,0
"D3012","2231","10000",1,0,0,0,0
"D3020","2232","10000",1,0,0,0,0
"D3021","2232","10000",1,0,0,0,0
"D3022","2232","10000",1,0,0,0,0
"D303","2233","00000",0,0,0,0,0
"D304","22381","00000",0,0,0,0,0
"D308","22389","00000",0,0,0,0,0
"D309","2239","00000",0,0,0,0,0
"D3100","2243","10000",1,0,0,0,0
"D3101","2243","10000",1,0,0,0,0
"D3102","2243","10000",1,0,0,0,0
"D3110","2244","10000",1,0,0,0,0
"D3111","2244","10000",1,0,0,0,0
"D3112","2244","10000",1,0,0,0,0
"D3120","2245","10000",1,0,0,0,0
"D3121","2245","10000",1,0,0,0,0
"D3122","2245","10000",1,0,0,0,0
"D3130","2246","10000",1,0,0,0,0
"D3131","2246","10000",1,0,0,0,0
"D3132","2246","10000",1,0,0,0,0
"D3140","2240","10000",1,0,0,0,0
"D3141","2240","10000",1,0,0,0,0
"D3142","2240","10000",1,0,0,0,0
"D3150","2242","10000",1,0,0,0,0
"D3150","2247","10000",1,0,0,0,0
"D3151","2242","10000",1,0,0,0,0
"D3151","2247","10000",1,0,0,0,0
"D3152","2242","10000",1,0,0,0,0
"D3152","2247","10000",1,0,0,0,0
"D3160","2241","10000",1,0,0,0,0
"D3161","2241","10000",1,0,0,0,0
"D3162","2241","10000",1,0,0,0,0
"D3190","2248","10000",1,0,0,0,0
"D3190","2249","10000",1,0,0,0,0
"D3191","2248","10000",1,0,0,0,0
"D3191","2249","10000",1,0,0,0,0
"D3192","2248","10000",1,0,0,0,0
"D3192","2249","10000",1,0,0,0,0
"D320","2252","10000",1,0,0,0,0
"D321","2254","00000",0,0,0,0,0
"D329","2252","10000",1,0,0,0,0
"D330","2250","10000",1,0,0,0,0
"D331","2250","10000",1,0,0,0,0
"D332","2250","10000",1,0,0,0,0
"D333","2251","00000",0,0,0,0,0
"D334","2253","00000",0,0,0,0,0
"D337","2258","00000",0,0,0,0,0
"D339","2259","10000",1,0,0,0,0
"D34","226","00000",0,0,0,0,0
"D3500","2270","10000",1,0,0,0,0
"D3501","2270","10000",1,0,0,0,0
"D3502","2270","10000",1,0,0,0,0
"D351","2271","00000",0,0,0,0,0
"D352","2273","10000",1,0,0,0,0
"D353","2273","10000",1,0,0,0,0
"D354","2274","00000",0,0,0,0,0
"D355","2275","00000",0,0,0,0,0
"D356","2276","00000",0,0,0,0,0
"D357","2278","10000",1,0,0,0,0
"D359","2279","00000",0,0,0,0,0
"D360","2290","00000",0,0,0,0,0
"D3610","2159","10000",1,0,0,0,0
"D3611","2159","10000",1,0,0,0,0
"D3612","2159","10000",1,0,0,0,0
"D3613","2159","10000",1,0,0,0,0
"D3614","2159","10000",1,0,0,0,0
"D3615","2159","10000",1,0,0,0,0
"D3616","2159","10000",1,0,0,0,0
"D3617","2159","10000",1,0,0,0,0
"D367","2298","10000",1,0,0,0,0
"D369","2299","10000",1,0,0,0,0
"D3701","2351","10000",1,0,0,0,0
"D3702","2351","10000",1,0,0,0,0
"D37030","2350","10000",1,0,0,0,0
"D37031","2350","10000",1,0,0,0,0
"D37032","2350","10000",1,0,0,0,0
"D37039","2350","10000",1,0,0,0,0
"D3704","2351","10000",1,0,0,0,0
"D3705","2351","10000",1,0,0,0,0
"D3709","2351","10000",1,0,0,0,0
"D371","2352","10000",1,0,0,0,0
"D372","2352","10000",1,0,0,0,0
"D373","2352","10000",1,0,0,0,0
"D374","2352","10000",1,0,0,0,0
"D375","2352","10000",1,0,0,0,0
"D376","2353","00000",0,0,0,0,0
"D378","2355","10000",1,0,0,0,0
"D379","2355","10000",1,0,0,0,0
"D380","2356","00000",0,0,0,0,0
"D381","2357","00000",0,0,0,0,0
"D382","2358","10000",1,0,0,0,0
"D383","2358","10000",1,0,0,0,0
"D384","2358","10000",1,0,0,0,0
"D385","2359","10000",1,0,0,0,0
"D386","2359","10000",1,0,0,0,0
"D390","2360","00000",0,0,0,0,0
"D3910","2362","10000",1,0,0,0,0
"D3911","2362","10000",1,0,0,0,0
"D3912","2362","10000",1,0,0,0,0
"D392","2361","00000",0,0,0,0,0
"D398","2363","10000",1,0,0,0,0
"D399","2363","10000",1,0,0,0,0
"D3A00","20960","10000",1,0,0,0,0
"D3A010","20941","00000",0,0,0,0,0
"D3A011","20942","00000",0,0,0,0,0
"D3A012","20943","00000",0,0,0,0,0
"D3A019","20940","00000",0,0,0,0,0
"D3A020","20951","00000",0,0,0,0,0
"D3A021","20952","00000",0,0,0,0,0
"D3A022","20953","00000",0,0,0,0,0
"D3A023","20954","00000",0,0,0,0,0
"D3A024","20955","00000",0,0,0,0,0
"D3A025","20956","00000",0,0,0,0,0
"D3A026","20957","00000",0,0,0,0,0
"D3A029","20950","00000",0,0,0,0,0
"D3A090","20961","00000",0,0,0,0,0
"D3A091","20962","00000",0,0,0,0,0
"D3A092","20963","00000",0,0,0,0,0
"D3A093","20964","00000",0,0,0,0,0
"D3A094","20965","00000",0,0,0,0,0
"D3A095","20966","00000",0,0,0,0,0
"D3A096","20967","00000",0,0,0,0,0
"D3A098","20969","00000",0,0,0,0,0
"D3A8","20960","10000",1,0,0,0,0
"D400","2365","00000",0,0,0,0,0
"D4010","2364","10000",1,0,0,0,0
"D4011","2364","10000",1,0,0,0,0
"D4012","2364","10000",1,0,0,0,0
"D408","2366","10000",1,0,0,0,0
"D409","2366","10000",1,0,0,0,0
"D4100","23691","10000",1,0,0,0,0
"D4101","23691","10000",1,0,0,0,0
"D4102","23691","10000",1,0,0,0,0
"D4110","23691","10000",1,0,0,0,0
"D4111","23691","10000",1,0,0,0,0
"D4112","23691","10000",1,0,0,0,0
"D4120","23691","10000",1,0,0,0,0
"D4121","23691","10000",1,0,0,0,0
"D4122","23691","10000",1,0,0,0,0
"D413","23699","10000",1,0,0,0,0
"D414","2367","00000",0,0,0,0,0
"D418","23699","10000",1,0,0,0,0
"D419","23690","00000",0,0,0,0,0
"D420","2376","10000",1,0,0,0,0
"D421","2376","10000",1,0,0,0,0
"D429","2376","10000",1,0,0,0,0
"D430","2375","10000",1,0,0,0,0
"D431","2375","10000",1,0,0,0,0
"D432","2375","10000",1,0,0,0,0
"D433","2379","10000",1,0,0,0,0
"D434","2375","10000",1,0,0,0,0
"D438","2379","10000",1,0,0,0,0
"D439","2379","10000",1,0,0,0,0
"D440","2374","10000",1,0,0,0,0
"D4410","2372","10000",1,0,0,0,0
"D4411","2372","10000",1,0,0,0,0
"D4412","2372","10000",1,0,0,0,0
"D442","2374","10000",1,0,0,0,0
"D443","2370","10000",1,0,0,0,0
"D444","2370","10000",1,0,0,0,0
"D445","2371","00000",0,0,0,0,0
"D446","2373","10000",1,0,0,0,0
"D447","2373","10000",1,0,0,0,0
"D449","2374","10000",1,0,0,0,0
"D45","20710","10000",1,0,0,0,0
"D45","20711","10000",1,0,0,0,0
"D45","20712","10000",1,0,0,0,0
"D45","2384","10000",1,0,0,0,0
"D460","23872","10000",1,0,0,0,0
"D461","23872","10000",1,0,0,0,0
"D4620","23872","10000",1,0,0,0,0
"D4621","23872","10000",1,0,0,0,0
"D4622","23873","10000",1,0,0,0,0
"D464","23872","10000",1,0,0,0,0
"D469","23875","10000",1,0,0,0,0
"D46A","23872","10000",1,0,0,0,0
"D46B","23872","10000",1,0,0,0,0
"D46C","23874","00000",0,0,0,0,0
"D46Z","23875","10000",1,0,0,0,0
"D470","2385","00000",0,0,0,0,0
"D471","23876","10000",1,0,0,0,0
"D471","23879","10000",1,0,0,0,0
"D472","2731","10000",1,0,0,0,0
"D473","23871","10000",1,0,0,0,0
"D474","28989","10000",1,0,0,0,0
"D479","23879","10000",1,0,0,0,0
"D47Z1","23877","00000",0,0,0,0,0
"D47Z9","23879","10000",1,0,0,0,0
"D480","2380","00000",0,0,0,0,0
"D481","2381","10000",1,0,0,0,0
"D482","2381","10000",1,0,0,0,0
"D483","2354","10000",1,0,0,0,0
"D484","2354","10000",1,0,0,0,0
"D485","2382","00000",0,0,0,0,0
"D4860","2383","10000",1,0,0,0,0
"D4861","2383","10000",1,0,0,0,0
"D4862","2383","10000",1,0,0,0,0
"D487","2388","00000",0,0,0,0,0
"D489","2389","00000",0,0,0,0,0
"D490","2390","00000",0,0,0,0,0
"D491","2391","00000",0,0,0,0,0
"D492","2392","00000",0,0,0,0,0
"D493","2393","00000",0,0,0,0,0
"D494","2394","00000",0,0,0,0,0
"D495","2395","00000",0,0,0,0,0
"D496","2396","00000",0,0,0,0,0
"D497","2397","00000",0,0,0,0,0
"D4981","23981","00000",0,0,0,0,0
"D4989","23989","00000",0,0,0,0,0
"D499","2399","00000",0,0,0,0,0
"D500","2800","00000",0,0,0,0,0
"D501","2808","10000",1,0,0,0,0
"D508","2801","10000",1,0,0,0,0
"D508","2808","10000",1,0,0,0,0
"D509","2809","00000",0,0,0,0,0
"D510","2810","10000",1,0,0,0,0
"D511","2811","10000",1,0,0,0,0
"D512","2811","10000",1,0,0,0,0
"D513","2811","10000",1,0,0,0,0
"D518","2811","10000",1,0,0,0,0
"D519","2811","10000",1,0,0,0,0
"D520","2812","10000",1,0,0,0,0
"D521","2812","10000",1,0,0,0,0
"D528","2812","10000",1,0,0,0,0
"D529","2812","10000",1,0,0,0,0
"D530","2814","00000",0,0,0,0,0
"D531","2813","00000",0,0,0,0,0
"D532","2818","10000",1,0,0,0,0
"D538","2818","10000",1,0,0,0,0
"D539","2819","10000",1,0,0,0,0
"D550","2822","10000",1,0,0,0,0
"D551","2822","10000",1,0,0,0,0
"D552","2823","10000",1,0,0,0,0
"D553","2823","10000",1,0,0,0,0
"D558","2823","10000",1,0,0,0,0
"D559","2823","10000",1,0,0,0,0
"D560","28243","00000",0,0,0,0,0
"D561","28244","00000",0,0,0,0,0
"D562","28245","00000",0,0,0,0,0
"D563","28246","00000",0,0,0,0,0
"D564","2827","10000",1,0,0,0,0
"D565","28247","00000",0,0,0,0,0
"D568","28249","00000",0,0,0,0,0
"D569","28240","00000",0,0,0,0,0
"D5700","28262","10000",1,0,0,0,0
"D5701","28262","10111",1,0,1,1,1
"D5701","5173","10112",1,0,1,1,2
"D5702","28262","10111",1,0,1,1,1
"D5702","28952","10112",1,0,1,1,2
"D571","28260","10000",1,0,0,0,0
"D571","28261","10000",1,0,0,0,0
"D5720","28263","00000",0,0,0,0,0
"D57211","28264","10111",1,0,1,1,1
"D57211","5173","10112",1,0,1,1,2
"D57212","28264","10111",1,0,1,1,1
"D57212","28952","10112",1,0,1,1,2
"D57219","28264","10000",1,0,0,0,0
"D573","2825","00000",0,0,0,0,0
"D5740","28241","00000",0,0,0,0,0
"D57411","28242","10111",1,0,1,1,1
"D57411","5173","10112",1,0,1,1,2
"D57412","28242","10111",1,0,1,1,1
"D57412","28952","10112",1,0,1,1,2
"D57419","28242","10000",1,0,0,0,0
"D5780","28268","00000",0,0,0,0,0
"D57811","28269","10111",1,0,1,1,1
"D57811","5173","10112",1,0,1,1,2
"D57812","28269","10111",1,0,1,1,1
"D57812","28952","10112",1,0,1,1,2
"D57819","28269","10000",1,0,0,0,0
"D580","2820","00000",0,0,0,0,0
"D581","2821","00000",0,0,0,0,0
"D582","2827","10000",1,0,0,0,0
"D588","2828","00000",0,0,0,0,0
"D589","2829","00000",0,0,0,0,0
"D590","2830","10000",1,0,0,0,0
"D591","2830","10000",1,0,0,0,0
"D592","28319","10000",1,0,0,0,0
"D593","28311","00000",0,0,0,0,0
"D594","28310","10000",1,0,0,0,0
"D594","28319","10000",1,0,0,0,0
"D595","2832","10000",1,0,0,0,0
"D596","2832","10000",1,0,0,0,0
"D598","2832","10000",1,0,0,0,0
"D599","2839","00000",0,0,0,0,0
"D600","28481","10000",1,0,0,0,0
"D601","28481","10000",1,0,0,0,0
"D608","28481","10000",1,0,0,0,0
"D609","28481","10000",1,0,0,0,0
"D6101","28401","00000",0,0,0,0,0
"D6109","28409","00000",0,0,0,0,0
"D611","28489","10000",1,0,0,0,0
"D612","28489","10000",1,0,0,0,0
"D613","28489","10000",1,0,0,0,0
"D61810","28411","00000",0,0,0,0,0
"D61811","28412","00000",0,0,0,0,0
"D61818","28419","00000",0,0,0,0,0
"D6182","2842","00000",0,0,0,0,0
"D6189","28489","10000",1,0,0,0,0
"D619","2849","10000",1,0,0,0,0
"D62","2851","00000",0,0,0,0,0
"D630","28522","00000",0,0,0,0,0
"D631","28521","10000",1,0,0,0,0
"D638","28529","10000",1,0,0,0,0
"D640","2850","10000",1,0,0,0,0
"D641","2850","10000",1,0,0,0,0
"D642","2850","10000",1,0,0,0,0
"D643","2850","10000",1,0,0,0,0
"D644","2858","10000",1,0,0,0,0
"D6481","2853","00000",0,0,0,0,0
"D6489","2858","10000",1,0,0,0,0
"D649","2859","00000",0,0,0,0,0
"D65","2866","00000",0,0,0,0,0
"D66","2860","00000",0,0,0,0,0
"D67","2861","00000",0,0,0,0,0
"D680","2864","00000",0,0,0,0,0
"D681","2862","00000",0,0,0,0,0
"D682","2863","00000",0,0,0,0,0
"D68311","28652","00000",0,0,0,0,0
"D68312","28653","00000",0,0,0,0,0
"D68318","28659","00000",0,0,0,0,0
"D6832","2867","10000",1,0,0,0,0
"D684","2867","10000",1,0,0,0,0
"D6851","28981","10000",1,0,0,0,0
"D6852","28981","10000",1,0,0,0,0
"D6859","28981","10000",1,0,0,0,0
"D6861","28981","10000",1,0,0,0,0
"D6862","28981","10000",1,0,0,0,0
"D6869","28982","10000",1,0,0,0,0
"D688","2869","10000",1,0,0,0,0
"D689","2869","10000",1,0,0,0,0
"D690","2870","00000",0,0,0,0,0
"D691","2871","00000",0,0,0,0,0
"D692","2872","00000",0,0,0,0,0
"D693","28731","00000",0,0,0,0,0
"D6941","28732","00000",0,0,0,0,0
"D6942","28733","00000",0,0,0,0,0
"D6949","28739","00000",0,0,0,0,0
"D6951","28741","00000",0,0,0,0,0
"D6959","28749","00000",0,0,0,0,0
"D696","2875","00000",0,0,0,0,0
"D698","2878","00000",0,0,0,0,0
"D699","2879","00000",0,0,0,0,0
"D700","28801","00000",0,0,0,0,0
"D701","28803","10000",1,0,0,0,0
"D702","28803","10000",1,0,0,0,0
"D703","28804","00000",0,0,0,0,0
"D704","28802","00000",0,0,0,0,0
"D708","28809","00000",0,0,0,0,0
"D709","28800","00000",0,0,0,0,0
"D71","2881","00000",0,0,0,0,0
"D720","2882","00000",0,0,0,0,0
"D721","2883","00000",0,0,0,0,0
"D72810","28851","00000",0,0,0,0,0
"D72818","28859","00000",0,0,0,0,0
"D72819","28850","10000",1,0,0,0,0
"D72820","28861","00000",0,0,0,0,0
"D72821","28863","00000",0,0,0,0,0
"D72822","28864","00000",0,0,0,0,0
"D72823","28862","00000",0,0,0,0,0
"D72824","28865","00000",0,0,0,0,0
"D72825","28866","00000",0,0,0,0,0
"D72828","28869","00000",0,0,0,0,0
"D72829","28860","00000",0,0,0,0,0
"D7289","2888","00000",0,0,0,0,0
"D729","2889","00000",0,0,0,0,0
"D730","28959","10000",1,0,0,0,0
"D731","2894","00000",0,0,0,0,0
"D732","28951","00000",0,0,0,0,0
"D733","28959","10000",1,0,0,0,0
"D734","28959","10000",1,0,0,0,0
"D735","28959","10000",1,0,0,0,0
"D7381","28953","00000",0,0,0,0,0
"D7389","28959","10000",1,0,0,0,0
"D739","28950","00000",0,0,0,0,0
"D740","2897","10000",1,0,0,0,0
"D748","2897","10000",1,0,0,0,0
"D749","2897","10000",1,0,0,0,0
"D750","2896","00000",0,0,0,0,0
"D751","2890","00000",0,0,0,0,0
"D7581","28983","00000",0,0,0,0,0
"D7582","28984","00000",0,0,0,0,0
"D7589","28989","10000",1,0,0,0,0
"D759","2899","10000",1,0,0,0,0
"D761","2884","10000",1,0,0,0,0
"D762","2884","10000",1,0,0,0,0
"D763","2884","10000",1,0,0,0,0
"D77","28989","10000",1,0,0,0,0
"D7801","99811","10000",1,0,0,0,0
"D7801","99812","10000",1,0,0,0,0
